N ccenter dcenter means median medoids
100 0.005605647125 0.15863975 0.06723596125 2.615625125 2.6062205
200 0.030078425855263 0.140526217105263 0.075126494539474 3.94072857894737 3.83580259210526
500 0.1978928 2.03370575 0.951444075 160.95755 160.088125
